a1,a2,a3,a4,a5,a6
-1,-10,-2,-3,-5,-5
-1,-7,-2,-3,-2,-92
-1,-7,-2,-3,-8,-14
-1,-7,-2,-4,-3,-6
-1,-7,-3,-3,-3,-3
-1,-6,-2,-4,-4,-7
-1,-6,-2,-8,-2,-3
-1,-5,-2,-4,-2,-47
-1,-5,-2,-4,-3,-24
-1,-5,-2,-5,-4,-6
-1,-5,-2,-8,-3,-3
-1,-4,-2,-5,-2,-96
-1,-4,-2,-5,-3,-33
-1,-4,-3,-3,-2,-32
-1,-4,-2,-5,-5,-15
-1,-4,-2,-5,-6,-12
-1,-4,-2,-9,-2,-8
-1,-4,-2,-8,-3,-6
-1,-4,-2,-12,-2,-5
-1,-4,-3,-6,-2,-4
-1,-3,-2,-7,-6,-120
-1,-3,-2,-11,-2,-108
-1,-3,-3,-4,-2,-100
-1,-3,-2,-8,-4,-57
-1,-3,-2,-12,-2,-55
-1,-3,-2,-8,-5,-30
-1,-3,-2,-7,-10,-28
-1,-3,-2,-8,-6,-21
-1,-3,-2,-12,-3,-15
-1,-3,-2,-8,-9,-12
-1,-3,-2,-9,-6,-12
-1,-3,-3,-6,-2,-12
-1,-3,-2,-12,-5,-7
-1,-3,-2,-20,-3,-6
-1,-3,-2,-63,-2,-4
-1,-3,-3,-12,-2,-4
-1,-3,-2,-44,-3,-3
-1,-3,-5,-5,-3,-3
-1,-3,-2,-116,-2,-3
-1,-2,-3,-7,-12,-222
-1,-2,-3,-8,-7,-181
-1,-2,-3,-16,-3,-177
-1,-2,-3,-11,-4,-166
-1,-2,-4,-13,-2,-160
-1,-2,-4,-5,-6,-156
-1,-2,-5,-8,-2,-144
-1,-2,-4,-7,-3,-141
-1,-2,-4,-14,-2,-83
-1,-2,-4,-6,-4,-73
-1,-2,-3,-18,-3,-63
-1,-2,-3,-9,-6,-60
-1,-2,-3,-12,-4,-58
-1,-2,-5,-10,-2,-32
-1,-2,-5,-5,-4,-30
-1,-2,-4,-19,-2,-28
-1,-2,-4,-5,-9,-27
-1,-2,-3,-24,-3,-25
-1,-2,-5,-11,-2,-24
-1,-2,-3,-15,-4,-22
-1,-2,-4,-23,-2,-20
-1,-2,-3,-10,-7,-19
-1,-2,-4,-26,-2,-17
-1,-2,-3,-9,-10,-16
-1,-2,-3,-34,-3,-15
-1,-2,-4,-34,-2,-13
-1,-2,-3,-13,-6,-12
-1,-2,-5,-5,-6,-12
-1,-2,-6,-12,-2,-11
-1,-2,-3,-24,-4,-10
-1,-2,-3,-72,-3,-9
-1,-2,-4,-89,-2,-8
-1,-2,-5,-25,-2,-8
-1,-2,-9,-9,-2,-8
-1,-2,-3,-24,-5,-7
-1,-2,-3,-186,-3,-7
-1,-2,-4,-166,-2,-7
-1,-2,-3,-51,-4,-6
-1,-2,-4,-22,-3,-6
-1,-2,-3,-42,-5,-5
-1,-2,-6,-75,-2,-4
-1,-2,-7,-40,-2,-4
-1,-2,-10,-19,-2,-4
-1,-2,-12,-15,-2,-4
-1,-2,-5,-50,-3,-3
-1,-2,-6,-27,-3,-3
-1,-2,-8,-146,-2,-3
