a1,a2,a3,a4,a5,a6
-1,-10,-2,-3,-3,-7
-1,-7,-2,-3,-2,-76
-1,-7,-2,-3,-4,-26
-1,-7,-2,-3,-6,-16
-1,-7,-2,-4,-3,-5
-1,-6,-2,-4,-2,-13
-1,-6,-2,-4,-3,-8
-1,-5,-2,-4,-2,-39
-1,-5,-2,-4,-3,-20
-1,-5,-3,-4,-2,-4
-1,-4,-2,-5,-2,-80
-1,-4,-2,-7,-2,-12
-1,-4,-2,-16,-2,-3
-1,-3,-2,-7,-6,-104
-1,-3,-2,-11,-2,-92
-1,-3,-3,-4,-2,-84
-1,-3,-2,-8,-4,-49
-1,-3,-2,-12,-2,-47
-1,-3,-2,-7,-8,-38
-1,-3,-2,-13,-2,-32
-1,-3,-2,-8,-5,-26
-1,-3,-2,-15,-2,-20
-1,-3,-2,-16,-2,-17
-1,-3,-2,-7,-14,-16
-1,-3,-2,-12,-3,-13
-1,-3,-2,-19,-2,-12
-1,-3,-2,-20,-2,-11
-1,-3,-2,-11,-4,-10
-1,-3,-3,-4,-6,-8
-1,-3,-2,-25,-2,-8
-1,-3,-2,-28,-2,-7
-1,-3,-3,-5,-4,-6
-1,-3,-2,-16,-4,-5
-1,-3,-2,-40,-2,-5
-1,-3,-2,-55,-2,-4
-1,-3,-2,-100,-2,-3
-1,-2,-3,-7,-12,-206
-1,-2,-3,-8,-7,-165
-1,-2,-3,-16,-3,-161
-1,-2,-3,-11,-4,-150
-1,-2,-4,-13,-2,-144
-1,-2,-4,-5,-6,-140
-1,-2,-5,-8,-2,-128
-1,-2,-4,-7,-3,-125
-1,-2,-3,-7,-14,-76
-1,-2,-4,-14,-2,-75
-1,-2,-4,-6,-4,-65
-1,-2,-3,-10,-5,-53
-1,-2,-4,-15,-2,-52
-1,-2,-3,-7,-16,-50
-1,-2,-6,-7,-2,-44
-1,-2,-3,-20,-3,-37
-1,-2,-4,-18,-2,-29
-1,-2,-3,-7,-24,-26
-1,-2,-4,-6,-5,-24
-1,-2,-3,-10,-8,-14
-1,-2,-4,-35,-2,-12
-1,-2,-3,-46,-3,-11
-1,-2,-4,-58,-2,-9
-1,-2,-3,-16,-6,-8
-1,-2,-4,-81,-2,-8
-1,-2,-5,-23,-2,-8
-1,-2,-4,-9,-5,-7
-1,-2,-3,-170,-3,-7
-1,-2,-4,-150,-2,-7
-1,-2,-4,-10,-5,-6
-1,-2,-3,-47,-4,-6
-1,-2,-4,-27,-3,-5
-1,-2,-10,-12,-2,-5
-1,-2,-6,-67,-2,-4
-1,-2,-7,-36,-2,-4
-1,-2,-8,-130,-2,-3
-1,-2,-10,-48,-2,-3
